 0.00000 	  0.12994 
 0.09895 	  0.81338 
 0.19790 	  0.85717 
 0.29684 	  1.29266 
 0.39579 	  1.10558 
 0.49474 	  1.31008 
 0.59369 	  1.40270 
 0.69263 	  1.53885 
 0.79158 	  2.03582 
 0.89053 	  2.01094 
 0.98948 	  2.10539 
 1.08843 	  2.00165 
 1.18737 	  2.44357 
 1.28632 	  2.40500 
 1.38527 	  2.33529 
 1.48422 	  2.47116 
 1.58316 	  2.45907 
 1.68211 	  2.32876 
 1.78106 	  2.43250 
 1.88001 	  2.38537 
 1.97896 	  2.41656 
 2.07790 	  2.43562 
 2.17685 	  2.50595 
 2.27580 	  2.29501 
 2.37475 	  2.68625 
 2.47370 	  2.66453 
 2.57264 	  2.38813 
 2.67159 	  2.33201 
 2.77054 	  2.19595 
 2.86949 	  2.41274 
 2.96843 	  2.07983 
 3.06738 	  1.88114 
 3.16633 	  2.14481 
 3.26528 	  1.87851 
 3.36423 	  1.73423 
 3.46317 	  1.74685 
 3.56212 	  1.52734 
 3.66107 	  1.48295 
 3.76002 	  1.83035 
 3.85896 	  1.78509 
 3.95791 	  1.54842 
 4.05686 	  1.25133 
 4.15581 	  1.30690 
 4.25476 	  1.34218 
 4.35370 	  1.56079 
 4.45265 	  1.15137 
 4.55160 	  1.16786 
 4.65055 	  1.24292 
 4.74949 	  1.50458 
 4.84844 	  1.57702 
 4.94739 	  1.57563 
 5.04634 	  1.52711 
 5.14529 	  1.63407 
 5.24423 	  1.57632 
 5.34318 	  1.87632 
 5.44213 	  1.68197 
 5.54108 	  2.02149 
 5.64002 	  1.86690 
 5.73897 	  2.06211 
 5.83792 	  2.29829 
 5.93687 	  2.48725 
 6.03582 	  2.25250 
 6.13476 	  2.79366 
 6.23371 	  2.83514 
 6.33266 	  2.80933 
 6.43161 	  2.90187 
 6.53055 	  3.02374 
 6.62950 	  3.06739 
 6.72845 	  3.27888 
 6.82740 	  3.38606 
 6.92635 	  3.64034 
 7.02529 	  3.72379 
 7.12424 	  3.73663 
 7.22319 	  3.68446 
 7.32214 	  3.97361 
 7.42109 	  3.89833 
 7.52003 	  3.86239 
 7.61898 	  4.20226 
 7.71793 	  4.20685 
 7.81688 	  4.07026 
 7.91582 	  4.12283 
 8.01477 	  4.11166 
 8.11372 	  3.91879 
 8.21267 	  3.95276 
 8.31162 	  4.01555 
 8.41056 	  3.86441 
 8.50951 	  4.13199 
 8.60846 	  3.76003 
 8.70741 	  3.72120 
 8.80635 	  3.63266 
 8.90530 	  3.59443 
 9.00425 	  3.62680 
 9.10320 	  3.48877 
 9.20215 	  3.71599 
 9.30109 	  3.38824 
 9.40004 	  3.18309 
 9.49899 	  3.46034 
 9.59794 	  3.41563 
 9.69688 	  3.06466 
 9.79583 	  2.82279 
 9.89478 	  2.82174 
 9.99373 	  2.82690 
10.09268 	  2.85501 
10.19162 	  2.62967 
10.29057 	  2.74770 
10.38952 	  2.75698 
10.48847 	  2.47531 
10.58741 	  2.39469 
10.68636 	  2.46476 
10.78531 	  2.46551 
10.88426 	  2.51740 
10.98321 	  2.56810 
11.08215 	  2.37549 
11.18110 	  2.49222 
11.28005 	  2.79928 
11.37900 	  2.46050 
11.47794 	  2.96644 
11.57689 	  2.93191 
11.67584 	  2.88389 
11.77479 	  3.00924 
11.87374 	  2.92590 
11.97268 	  3.13016 
12.07163 	  3.48117 
12.17058 	  3.37650 
12.26953 	  3.47085 
12.36848 	  3.43608 
12.46742 	  3.67659 
12.56637 	  3.85694 
